"Código SIGEP","Nombre de la entidad","Nit","Orden","Suborden","Código DIVIPOLA Departamento","Departamento","Código DIVIPOLA Municipio ","Municipio","Clasificación Orgánica","Sector","Nivel","Tipo de Vinculacíon ","Naturaleza jurídica ","Longitud","Latitud","Año","Trimestre","Fuente","Tipo nombramiento: Asesor","Tipo nombramiento: Profesional","Tipo nombramiento: Técnico","Tipo nombramiento: Directivo","Tipo nombramiento: Asistencial","Tipo nombramiento: Otro","Tipo nombramiento: Provisional","Tipo nombramiento: Libre Nombramiento Y Remoción","Tipo nombramiento: Temporal","Tipo nombramiento: Trabajador Oficial","Tipo nombramiento: Escalafonado En Carrera","Tipo nombramiento: Elección Popular","Tipo nombramiento: Periodo Fijo","Tipo nombramiento: Periodo De Prueba","Edad: Menor o igual a 29","Edad: 30-39","Edad: 40-49","Edad: 50-62","Edad: 63 y más","Edad: No reporta","Sexo: Hombre","Sexo: Mujer","Estado civil: Casado/a","Estado civil: Soltero/a","Estado civil: Unión Libre","Estado civil: Divorciado/a","Estado civil: Viudo/a","Estado civil: No reporta","Tipo de discapacidad: Intelectual","Tipo de discapacidad: Fisica","Tipo de discapacidad: Visual","Tipo de discapacidad: Psicosocial","Tipo de discapacidad: Múltiple","Tipo de discapacidad: Auditiva","Tipo de discapacidad: Otra","Salario mensual promedio","Nivel educativo: Primaria","Nivel educativo: Secundaria","Nivel educativo: Técnico - Tecnólogo","Nivel educativo: Profesional","Nivel educativo: Especialización","Nivel educativo: Maestría","Nivel educativo: Doctorado","Nivel educativo: No reporta","Número hijos: 0","Número hijos: 1","Número hijos: 2","Número hijos: 3","Número hijos: 4 o más","Número hijos: No reporta","Vinculados","meta_vinculacion","cumplimiento"
"1126","ALCALDIA DE SINCELEJO","800104062","TERRITORIAL","MUNICIPAL","70","SUCRE","70001","SINCELEJO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,390557","9,304577","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","42","84","228","108","0","0","0","0","0","0","0","0","0","0","0","273","0","0","0","0","0","0","0","0","0","0","0","0","0","264","0","36","36","63","9","504","11","Cumple"
"1136","ALCALDIA DE SONSON","890980357","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05756","SONSÓN","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,309798","5,712002","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","18","0","0","0","21","3","Cumple"
"1167","ALCALDIA DE TAMESIS","890981238","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05789","TÁMESIS","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,714701","5,664999","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","7","1","Cumple"
"1254","ALCALDIA DE VILLA DEL ROSARIO","890503373","TERRITORIAL","MUNICIPAL","54","NORTE DE SANTANDER","54874","VILLA DEL ROSARIO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-72,46969","7,843788","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","6","21","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","18","0","0","0","30","4","Cumple"
"1284","ALCALDIA DE ZETAQUIRA","891802106","TERRITORIAL","MUNICIPAL","15","BOYACÁ","15897","ZETAQUIRA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,171179","5,284206","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","0","0","0","56","1","Cumple"
"1721","CONCEJO DE BARICHARA","890210932","TERRITORIAL","MUNICIPAL","68","SANTANDER","68079","BARICHARA","CORPORACIÓN POLÍTICO ADMINISTRATIVA","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL","-73,223409","6,635849","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","21","NULL","Cumple"
"1839","CONCEJO DE GUATICA","891480025","TERRITORIAL","MUNICIPAL","66","RISARALDA","66318","GUÁTICA","CORPORACIÓN POLÍTICO ADMINISTRATIVA","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL","-75,799407","5,316428","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","84","1","Cumple"
"2638","CONTRALORIA DE BOGOTA, D.C.","800245133","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","ORGANOS DE CONTROL","NO APLICA","NO APLICA","NO APLICA","CONTRALORÖA DISTRITAL","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126","63","243","1566","144","0","72","18","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","441","576","621","297","45","108","2,142","10","Cumple"
"2911","CENTRO DE SALUD - SAN PEDRO SUCRE","823001999","TERRITORIAL","MUNICIPAL","70","SUCRE","70717","SAN PEDRO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,064008","9,393723","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","6","1","Cumple"
"3070","HOSPITAL  CIVIL REGIONAL - IPIALES","800084362","TERRITORIAL","MUNICIPAL","52","NARIÑO","52356","IPIALES","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-77,639504",",825542","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","20","10","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","10","0","12","0","0","0","10","42","3","Cumple"
"3073","HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO EMPRESA SOCIAL DEL ESTADO","891200528","TERRITORIAL","DEPARTAMENTAL","52","NARIÑO","52001","PASTO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-77,285787","1,205884","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","84","237","105","0","0","0","0","0","0","0","0","0","0","0","213","0","0","0","0","0","0","0","0","0","0","0","0","0","228","90","72","54","0","0","444","18","Cumple"
"3205","HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS E.S.E.","800000118","TERRITORIAL","MUNICIPAL","63","QUINDÍO","63001","ARMENIA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,675689","4,535","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","140","455","35","0","0","0","0","0","0","0","0","0","0","0","280","0","0","0","0","0","0","0","0","0","0","0","0","0","220","150","270","0","0","30","670","6","Cumple"
"3212","HOSPITAL  SAN JUAN DE DIOS  - RIOSUCIO","890801989","TERRITORIAL","DEPARTAMENTAL","17","CALDAS","17614","RIOSUCIO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-75,705388","5,420684","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","35","10","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","5","5","30","0","0","0","5","55","2","Cumple"
"3251","ESE HOSPITAL SAN RAFAEL CAROLINA  DEL PRINCIPE","890906344","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05150","CAROLINA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS SOCIALES DEL ESTADO","-75,282299","6,724917","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","6","1","Cumple"
"3709","E.S.E. HOSPITAL JORGE CRISTO SAHIUM","807004631","TERRITORIAL","MUNICIPAL","54","NORTE DE SANTANDER","54874","VILLA DEL ROSARIO","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO","-72,46969","7,843788","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","14","2","Cumple"
"3797","EMPRESA DE SERVICOS PUBLICOS DOMICIIARIOS DE VELEZ- EMPREVEL","804005973","TERRITORIAL","MUNICIPAL","68","SANTANDER","68861","VÉLEZ","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","-73,671864","6,00915","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","35","1","Cumple"
"4160","EMPRESA DE SERVICIOS PUBLICOS VALLEDUPAR  S. A. -EMDUPAR","892300548","TERRITORIAL","MUNICIPAL","20","CESAR","20001","VALLEDUPAR","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","-73,243633","10,474245","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","30","5","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","30","0","0","0","70","1","Cumple"
"4406","GOBERNACION DE CESAR","892399999","TERRITORIAL","DEPARTAMENTAL","20","CESAR","20001","VALLEDUPAR","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","GOBERNACIÓN","-73,243633","10,474245","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","205","515","910","2355","600","0","0","0","0","0","0","0","0","210","30","0","1960","0","75","0","0","0","0","0","0","0","0","0","0","200","2275","90","55","60","590","80","4,585","6","Cumple"
"4411","GOBERNACION DE HUILA","800103913","TERRITORIAL","DEPARTAMENTAL","41","HUILA","41001","NEIVA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","GOBERNACIÓN","-75,2809","2,934484","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","412","512","582","174","0","0","0","0","0","0","0","0","148","0","0","852","0","20","0","0","0","0","0","0","0","0","0","0","144","810","24","26","14","236","56","1,840","15","Cumple"
"4413","GOBERNACION DE META","892000148","TERRITORIAL","DEPARTAMENTAL","50","META","50001","VILLAVICENCIO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","GOBERNACIÓN","-73,63769","4,151382","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","200","590","770","170","0","0","0","0","0","0","0","0","30","0","0","650","0","100","0","0","0","0","0","0","0","0","0","0","30","945","0","80","30","265","15","1,795","10","Cumple"
"4632","INSTITUTO DEPARTAMENTAL PARA LA RECREACION Y EL DEPORTES INDEPORTES ATLANTICO","802011083","TERRITORIAL","DISTRITAL","08","ATLÁNTICO","08001","BARRANQUILLA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO","-74,806981","11,004107","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","Cumple"
"5086","PERSONERIA DE APULO (RAFAEL REYES)","890680236","TERRITORIAL","MUNICIPAL","25","CUNDINAMARCA","25599","APULO","ORGANOS DE CONTROL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL","-74,593706","4,521302","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","63","1","Cumple"
"6195","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","800150861","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA JUDICIAL","NO APLICA","NO APLICA","NO APLICA","ESTABLECIMIENTO PÚBLICO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","69","39","243","30","0","0","0","0","0","0","0","0","0","9","0","153","0","0","0","0","0","0","0","0","0","0","0","0","0","351","3","24","0","0","12","390","13","Cumple"
"6237","UNIVERSIDAD DEL ATLANTICO","890102257","TERRITORIAL","DEPARTAMENTAL","08","ATLÁNTICO","08573","PUERTO COLOMBIA","ORGANOS AUTÓNOMOS","NO APLICA","NO APLICA","NO APLICA","ENTE UNIVERSITARIO AUTÓNOMO","-74,950761","11,001004","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","18","0","0","0","0","42","20","Cumple"
"6383","EMPRESA DE ENERGIA DE ARAUCA E.S.P.","892099499","TERRITORIAL","DEPARTAMENTAL","81","ARAUCA","81001","ARAUCA","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL","-70,758423","7,088582","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","16","14","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","12","0","2","6","38","3","Cumple"
"8011","COMANDO GENERAL DE LAS FUERZAS MILITARES 1","899999003","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","DEFENSA","CENTRAL","NO APLICA","ESPECIAL","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","380","200","140","0","0","0","0","0","0","0","0","0","110","0","0","60","0","50","0","0","0","0","0","0","0","0","0","0","120","250","60","60","60","80","50","780","7","Cumple"
"8016","DIRECCION GENERAL DE LA POLICIA NACIONAL 1","800141397","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","DEFENSA","CENTRAL","NO APLICA","ESPECIAL","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","420","720","1470","30","0","0","0","0","0","0","0","0","0","0","0","1060","0","200","0","0","0","0","0","0","0","0","0","0","0","1030","540","730","210","200","100","2,810","16","Cumple"
"8339","FONDO DE DESARROLLO LOCAL SUBA BOGOTA","NULL","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","FONDO CUENTA CON PERSONERÍA JURÍDICA","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","NULL","Cumple"
"8343","FONDO DE DESARROLLO LOCAL ANTONIO NARIÑO BOGOTA","NULL","TERRITORIAL","DISTRITAL","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","NO APLICA","DESCENTRALIZADO","VINCULADAS","FONDO CUENTA CON PERSONERÍA JURÍDICA","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","Cumple"
"0022","DEPARTAMENTO ADMINISTRATIVO DE LA FUNCION PUBLICA","899999020","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","RAMA EJECUTIVA","FUNCIÓN PÚBLICA","CENTRAL","CABEZA","DEPARTAMENTO ADMINISTRATIVO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15","30","0","0","0","0","0","0","0","0","0","15","0","0","5","0","10","0","0","0","0","0","0","0","0","0","0","15","25","5","5","5","15","5","60","5","Cumple"
"0039","ALCALDIA DISTRITAL DE BARRANQUILLA, DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO","890102018","TERRITORIAL","DISTRITAL","08","ATLÁNTICO","08001","BARRANQUILLA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,806981","11,004107","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","186","633","1659","519","0","0","0","0","0","0","0","0","0","0","0","2052","0","54","0","0","0","0","0","0","0","0","0","0","0","1569","0","18","9","1410","15","3,021","21","Cumple"
"0062","ALCALDIA DE ALBAN  NARIÑO","800099054","TERRITORIAL","MUNICIPAL","52","NARIÑO","52019","ALBÁN","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-77,081636","1,473712","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","5","0","15","1","Cumple"
"0100","ALCALDIA DE ARAUCA","800102504","TERRITORIAL","MUNICIPAL","81","ARAUCA","81001","ARAUCA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-70,758423","7,088582","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","12","4","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","4","0","0","0","20","2","Cumple"
"0125","ALCALDIA DE BARBOSA - ANTIOQUIA","890980445","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05079","BARBOSA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,334099","6,438791","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","3","Cumple"
"0290","SANATORIO DE CONTRATACION, EMPRESA SOCIAL DEL ESTADO","890205335","NACIONAL","NO APLICA","68","SANTANDER","68211","CONTRATACIÓN","RAMA EJECUTIVA","SALUD Y PROTECCIÓN SOCIAL","DESCENTRALIZADO","ADSCRITAS","EMPRESAS SOCIALES DEL ESTADO","-73,474229","6,290943","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","20","2","Cumple"
"0365","UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA -UNAD","860512780","NACIONAL","NO APLICA","11","BOGOTÁ, D.C.","11001","BOGOTÁ, D.C.","ORGANOS AUTÓNOMOS","EDUCACIÓN","NO APLICA","NO APLICA","ENTE UNIVERSITARIO AUTÓNOMO","-74,072092","4,710989","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","28","30","38","8","0","4","2","0","0","0","0","0","8","0","0","12","0","4","0","0","0","0","0","0","0","0","0","0","8","36","24","22","4","10","8","108","7","Cumple"
"0400","ALCALDIA DE GUACHUCAL","800015889","TERRITORIAL","MUNICIPAL","52","NARIÑO","52317","GUACHUCAL","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-77,731133",",960072","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","40","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","30","10","0","0","10","0","50","1","Cumple"
"0475","ALCALDIA DE SAN JUAN DE GIRON","890204802","TERRITORIAL","MUNICIPAL","68","SANTANDER","68307","GIRÓN","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,169265","7,073968","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","24","36","20","0","0","0","0","0","0","0","0","0","0","0","40","0","8","0","0","0","0","0","0","0","0","0","0","0","42","4","2","2","32","4","86","8","Cumple"
"0592","ALCALDIA DE FUNZA","899999433","TERRITORIAL","MUNICIPAL","25","CUNDINAMARCA","25286","FUNZA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,21225","4,717029","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","10","60","115","0","0","0","0","0","0","0","0","0","30","0","0","135","0","0","0","0","0","0","0","0","0","0","0","0","30","90","0","0","0","100","0","210","4","Cumple"
"0683","ALCALDIA DE LA CELIA","891480026","TERRITORIAL","MUNICIPAL","66","RISARALDA","66383","LA CELIA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-76,003424","5,003233","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","3","1","Cumple"
"0701","ALCALDIA DE LA PINTADA","811009017","TERRITORIAL","MUNICIPAL","05","ANTIOQUIA","05390","LA PINTADA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,606403","5,746942","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","1","Cumple"
"0760","ALCALDIA DE MARULANDA","890801146","TERRITORIAL","MUNICIPAL","17","CALDAS","17446","MARULANDA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,259705","5,284386","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","1","Cumple"
"0853","ALCALDIA DE PARAMO","800099819","TERRITORIAL","MUNICIPAL","68","SANTANDER","68533","PÁRAMO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,170777","6,416886","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","10","0","10","1","Cumple"
"0867","ALCALDIA DE PIEDRAS","800100136","TERRITORIAL","MUNICIPAL","73","TOLIMA","73547","PIEDRAS","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,878165","4,54304","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","6","NULL","Cumple"
"0919","ALCALDIA DE PUERTO BOYACA","891800466","TERRITORIAL","MUNICIPAL","15","BOYACÁ","15572","PUERTO BOYACÁ","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-74,593395","5,977237","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","6","12","3","Cumple"
"0921","ALCALDIA DE PUERTO CARREÑO","892099305","TERRITORIAL","MUNICIPAL","99","VICHADA","99001","PUERTO CARREÑO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-67,488462","6,184766","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","10","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","5","0","0","40","1","Cumple"
"0997","ALCALDIA DE SAMPUES","892280055","TERRITORIAL","MUNICIPAL","70","SUCRE","70670","SAMPUÉS","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-75,381105","9,18357","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","14","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","28","1","Cumple"
"1056","ALCALDIA DE SAN MARTIN DE LOS LLANOS META","892099246","TERRITORIAL","MUNICIPAL","50","META","50689","SAN MARTÍN","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-73,697308","3,698492","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","10","30","1","Cumple"
"1173","ALCALDIA DE TAURAMENA","800012873","TERRITORIAL","MUNICIPAL","85","CASANARE","85410","TAURAMENA","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-72,749735","5,016818","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","35","35","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","5","5","30","0","30","0","10","85","2","Cumple"
"1209","ALCALDIA DE TUMACO","891200916","TERRITORIAL","DISTRITAL","52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","RAMA EJECUTIVA","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA","-78,791265","1,787434","2,025","1","30--2025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","70","294","70","0","0","0","0","0","0","0","0","0","0","0","140","0","10","0","0","0","0","0","0","0","0","0","0","0","258","0","12","0","64","0","462","6","Cumple"
